"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Axis [s]147",6.496,0.936078039173875,0.977622903814664,0.911461636080815,0.940143256841195,0.92645944752871,0.964867749092341,0.947501210221926,0.950849293736926,0.950350627512871,0.986146037596452,0.961731417784457,0.911607529231099,0.920922036198348,0.901589054317871,0.935637573004557
"Axis [s]148",6.563,0.937332206927277,0.978149073750135,0.912173631865338,0.941026220673279,0.927248788570942,0.965489656568899,0.948359398319805,0.951613810495852,0.951057325232221,0.986918010994783,0.962317770456624,0.912301707160582,0.921612603113798,0.902374108368439,0.936584285373255
"Axis [s]149",6.631,0.938581828690704,0.978664493013639,0.912887401562295,0.941924491362194,0.928064523206629,0.966110220764679,0.949214025705699,0.952393000855006,0.951777261325097,0.987689248162865,0.962897053646004,0.913005915356688,0.922314347625667,0.903154649119634,0.937539976877616
"Axis [s]150",6.698,0.939790569707944,0.979154639275712,0.913562067326207,0.942761679030709,0.928836836194668,0.966694064941271,0.950052473132873,0.953120533599145,0.952449162996261,0.988437255943781,0.963444815897829,0.913670217230742,0.922967633681976,0.903897396571404,0.938449613583829
"Axis [s]151",6.766,0.940994931039821,0.979634770901029,0.914219068697952,0.943577351712157,0.929600972955276,0.967260022966946,0.950863063887387,0.953830638047114,0.953114338509787,0.989184553721092,0.96397844289583,0.914325143646177,0.923603427240424,0.904625496023151,0.939341522525161
"Axis [s]152",6.836,0.942211558999744,0.980111430592107,0.914877706973916,0.944395468460063,0.930401913984103,0.967832810834521,0.951682047926804,0.954564582372273,0.953753628509554,0.989930807838688,0.9645212601811,0.915009086832782,0.924240410532274,0.90538139984619,0.940254805955985
"Axis [s]153",6.903,0.943354450625623,0.980551534091454,0.915500261703013,0.945169154191045,0.931149511275535,0.968363883215021,0.952462237083368,0.955240097222812,0.95437732607144,0.990644016106316,0.965027109086446,0.915645120683786,0.924842124067208,0.906080233172116,0.941111533802132
"Axis [s]154",6.97,0.944476609373969,0.980976416482442,0.916115443745021,0.945934059687051,0.931889220496188,0.968886249070456,0.953227870990012,0.955899432584271,0.954985811507442,0.991346154313439,0.965519904366074,0.916272180877187,0.925436346582281,0.906765284939966,0.941963978006839
"Axis [s]155",7.041,0.945643555160821,0.981410639303779,0.916731651580663,0.946700632192924,0.93262113189058,0.969407022587636,0.954023631942845,0.956542976665559,0.955614435745983,0.992078322286742,0.966007053595351,0.916890394731855,0.926006037655059,0.907436827028066,0.94282388784941
"Axis [s]156",7.108,0.946724189174709,0.981805809290415,0.917305665545678,0.94741507724715,0.933345333961509,0.969889868763655,0.954760136507614,0.957171108275397,0.956192747815693,0.992758200612178,0.966474561052634,0.917499887669311,0.926560474659549,0.908095125937294,0.943630547303062
"Axis [s]157",7.175,0.947785220821565,0.982187312208128,0.917864650435357,0.948111161693416,0.934061913569805,0.970364799046389,0.955482900909883,0.95779323555003,0.956756954739799,0.993427528584734,0.966930004319869,0.918100783253554,0.927100066048214,0.908749977478779,0.944433173462741
"Axis [s]158",7.242,0.948827005959916,0.982555620736632,0.918408999747893,0.948789357383297,0.934823569749789,0.970818303602339,0.956192181509559,0.958426682043907,0.957307400549611,0.994086470525089,0.967399818551763,0.918737077157177,0.927663830587152,0.90941973898306,0.94520846983529
"Axis [s]159",7.309,0.949849893951903,0.98291119120784,0.918939096678612,0.949450124042163,0.935524605996111,0.971257914980776,0.956898519701104,0.959009703087232,0.957844420884656,0.994735188120111,0.967831385245898,0.919320522688398,0.928173878518688,0.910038934164078,0.945968656596239
"Axis [s]160",7.376,0.950854227786584,0.983254464171259,0.91945531438975,0.950150748494111,0.936259459491184,0.971684058801205,0.957581390752578,0.959603921942381,0.958422338639567,0.995383297163777,0.968276569515837,0.919921304898337,0.928670269415787,0.910681775571594,0.946714028214859
"Axis [s]161",7.448,0.951913213701268,0.98361013176716,0.919994999254078,0.95077652860253,0.936945414900261,0.972133517461823,0.958291132350169,0.960158752604461,0.958932165437434,0.996058411415031,0.968685511377198,0.920488048874566,0.929160480557163,0.911276083178492,0.947488052635643
"Axis [s]162",7.515,0.952880121546647,0.983929231669034,0.920483570883266,0.951386226714355,0.937624171039919,0.972532837073933,0.958948023113899,0.960700297625282,0.959429557472624,0.99668568711676,0.969083900369465,0.92104680030198,0.929630454227629,0.911858670988702,0.948214389676379
"Axis [s]163",7.585,0.953871595090461,0.984246325708636,0.920987357953116,0.951997751715964,0.938315746562449,0.972925610146861,0.959630762141136,0.961244457740851,0.959929120046439,0.9973030872574,0.969483438896366,0.921613996110788,0.930121482268381,0.912446643656469,0.948947087926107
"Axis [s]164",7.652,0.954802980968148,0.984543422659123,0.921449947233551,0.952576065471511,0.938980129380182,0.973300663885319,0.960262661098219,0.961760005803428,0.960402196192838,0.997901900797346,0.969861237131472,0.922156869469355,0.930565724198301,0.913006147989886,0.949634413440448
"Axis [s]165",7.719,0.955717473130407,0.984830244425743,0.921900424809016,0.953139517073953,0.939637547220245,0.973664227798409,0.960882771514408,0.962263209469977,0.960863733935004,0.998491424930669,0.970229286172633,0.922692087528266,0.930998071128728,0.913554618916515,0.950308343794228
"Axis [s]166",7.788,0.956641929405579,0.985119318459576,0.922352024746526,0.953704656993955,0.940307388825017,0.974032179111348,0.961509303181682,0.962768843638128,0.961327285756701,0.999088989630549,0.97060367392101,0.92323539486705,0.931431227176371,0.914108159417535,0.950978904503876
"Axis [s]167",7.855,0.957523066511157,0.985386222703634,0.922778883753614,0.954239104790411,0.940950898737622,0.974373332949994,0.962106156588663,0.963247891927375,0.961766260416268,0.999660099029334,0.970952564166644,0.923755404610388,0.931840399447635,0.914634898762351,0.951636203669807
"Axis [s]168",7.922,0.958388221558144,0.985643895987364,0.923194566560882,0.954759817750246,0.941587668179746,0.974704035491597,0.962691875270947,0.96371547018566,0.962194528414546,1.00022234933189,0.971297457139282,0.924268081868408,0.932238615747023,0.915158879987187,0.952271121503089
"Axis [s]169",7.992,0.959275357652758,0.985899949536749,0.923617241126083,0.955289557672535,0.942245827922052,0.975038728870107,0.963283659091239,0.964185307244325,0.962630819117676,1.00080046113388,0.971643062977984,0.924788508092875,0.932643277759153,0.9156798499338,0.952902864754855
"Axis [s]170",8.059,0.960108729828163,0.9861398554297,0.924010973712584,0.955783274920549,0.942878290191149,0.97535360578484,0.963855744689604,0.964637003347145,0.963038000394077,1.00134502245035,0.971965131494232,0.925286618199589,0.933019996240506,0.91617559574578,0.95351309686458
"Axis [s]171",8.126,0.960926986457315,0.986371464108124,0.924394397429111,0.956264304071113,0.943494879840493,0.975654277526791,0.96440882358203,0.965071322177546,0.963435250456033,1.00188907524571,0.972278888941989,0.925777704887585,0.933386627733127,0.91666156553098,0.954120277821292
"Axis [s]172",8.196,0.961766032724316,0.986604891493201,0.924778776443749,0.956760567219412,0.944132185875145,0.97594573814657,0.964967629634517,0.965513984546658,0.963845648173481,1.00244018556105,0.972584549791039,0.926290555564136,0.933764439898128,0.917159061688489,0.954724114827969
"Axis [s]173",8.263,0.962554229621186,0.986820416765214,0.925142097230631,0.957216480820604,0.944735653148605,0.976228269828236,0.965499965547567,0.965933399667025,0.964223199581719,1.00295931269325,0.97288232297665,0.926767486803977,0.934111138219074,0.917625637703302,0.955298852932527
"Axis [s]174",8.331,0.963339574256411,0.987028488033526,0.92550111534699,0.957660677844711,0.945332806353349,0.976502146111094,0.966022370370065,0.966336679586099,0.964591542453271,1.00347795530157,0.973172412042401,0.927237693427721,0.934448553370489,0.918083012930699,0.955862390072776
"Axis [s]175",8.398,0.964099230780165,0.987241133451234,0.925860732116514,0.958093459397425,0.945923712342599,0.976787115292469,0.966557759207426,0.966730304096825,0.964950901385911,1.00398098569328,0.973475810295154,0.927708139616147,0.934776933918185,0.918537993287098,0.956447590125278
"Axis [s]176",8.465,0.964845108940721,0.987434654111616,0.92619572469125,0.958521329494625,0.946508437181274,0.977043871263948,0.967060430169571,0.967114504411729,0.965301495499409,1.00447621371577,0.973750584256173,0.928165083389306,0.935101226349466,0.918977377052372,0.956988739739565
"Axis [s]177",8.532,0.965577458663697,0.987621481804147,0.926526750075797,0.958931993059703,0.947087046163394,0.977292761479218,0.967561015917923,0.967489506201552,0.965648579990787,1.0049637604361,0.974018267599188,0.928615584480475,0.93541213097339,0.919408096265672,0.957519342989488
"Axis [s]178",8.603,0.966339039766693,0.987801848007053,0.926844304692165,0.959367428067715,0.947710584603618,0.977534026906856,0.968044970447418,0.967887877287631,0.966006722748325,1.00547926482254,0.974279043299661,0.929099201494644,0.935741409032451,0.919867724378588,0.958039605411202
"Axis [s]179",8.671,0.967054721927751,0.987975976192816,0.927153544961907,0.959756347646391,0.948276621643745,0.977767901133329,0.968519896478821,0.968244363077359,0.966336353117992,1.00595125370477,0.974533089611304,0.92953653207097,0.936035172172647,0.92028088614403,0.958549728535203
"Axis [s]180",8.741,0.967777696555037,0.988146546604101,0.927476843233091,0.960140853540623,0.94885336947405,0.97801124804226,0.96898596244541,0.968602571508037,0.966653155853474,1.00642968119691,0.974798791481317,0.929980473291513,0.936325278160507,0.920697866880414,0.959057301050165
"Axis [s]181",8.808,0.968456856333461,0.988320630876981,0.927769522116517,0.96050989676742,0.949407457286548,0.978230502530439,0.969483873605267,0.968946949538048,0.966966787235668,1.00688692876166,0.975042969665459,0.930405378547163,0.936603407665048,0.921094658430565,0.959583793789212
"Axis [s]182",8.876,0.96913355854779,0.988479106554989,0.928054537960086,0.960874751878119,0.949955752002502,0.978446162509231,0.969931955931085,0.96927807932295,0.96726821358768,1.00733708428122,0.975277302647067,0.930824292960181,0.936874089995132,0.921483625346432,0.96007091580585
"Axis [s]183",8.944,0.969797805586567,0.988629811558573,0.92834026391919,0.961230092428186,0.950514422934053,0.978658142572488,0.970384678181509,0.96960604616451,0.967575286533554,1.00779993978549,0.975512311792702,0.931249539693117,0.937149153718075,0.921876187597235,0.960555355077714
"Axis [s]184",9.011,0.970440325647929,0.988777437368441,0.928610336364284,0.96157114317715,0.951051145080839,0.978857579353456,0.970815955394293,0.969921396130179,0.967861871495806,1.00823593429503,0.975734533271824,0.931656552115344,0.937405223193575,0.922249742948247,0.961016449223851
"Axis [s]185",9.078,0.971071192018388,0.988917824514816,0.928873337660668,0.961903429222945,0.951582256580165,0.979050906359883,0.971245443557225,0.970233733907334,0.968141466607591,1.00866516645509,0.975951020264695,0.932057826008484,0.937654436172463,0.92261593187991,0.961468557191857
"Axis [s]186",9.147,0.971708932631196,0.989059314050979,0.929140762622039,0.962241475704735,0.952123419943041,0.979243815792418,0.971666800882489,0.970547333863897,0.968426299350569,1.00910650835176,0.976171235698113,0.932471025394193,0.937907683031248,0.922990806215418,0.961924953216167
"Axis [s]187",9.214,0.972316789690834,0.989189952411008,0.929389876078269,0.962561175321366,0.952651041521406,0.979427976721563,0.972074159238776,0.970840147996764,0.968692127981873,1.00952839362903,0.976376453465103,0.932860815935147,0.93814344218423,0.9233423815642,0.9623593555187
"Axis [s]188",9.281,0.972913621772501,0.989316072605687,0.929632467142727,0.962868018415056,0.95316542979004,0.979603829522372,0.972473918052793,0.97112595174001,0.9689514730128,1.00993757960158,0.976576375531359,0.933250805301065,0.938372888668341,0.923687023935503,0.962785291835491
"Axis [s]189",9.351,0.973525617908663,0.989443183158945,0.92987913857338,0.963180180871458,0.953697108409012,0.979781804471517,0.972883612604774,0.97142135446828,0.969204492579349,1.01034041907485,0.976779740749275,0.933646437210929,0.93859947869943,0.924044827902338,0.963215267981352
"Axis [s]190",9.418,0.974100524937258,0.989560545295188,0.930112303167214,0.963475401271653,0.954208037642093,0.979949241912725,0.973268270525843,0.971693243317476,0.969454979294096,1.01073701049151,0.976969255876646,0.934019655539949,0.938816714385104,0.924375618209651,0.963624523579231
"Axis [s]191",9.486,0.974673351685463,0.989673848428108,0.930335979346178,0.963758749565501,0.954706152696167,0.980109125679241,0.973645752396726,0.971958622776776,0.969695718266611,1.01112745076625,0.977153880514236,0.934393064257852,0.939028133384897,0.924699885416296,0.964031732904446
"Axis [s]192",9.556,0.975252015333247,0.989783232939505,0.930553799142709,0.964034816058337,0.955199061883463,0.980264111383516,0.974038087995708,0.972217648694563,0.969944424899212,1.01154028051452,0.97733374086248,0.93475575586652,0.939245999750403,0.925017758156403,0.964442508541683
"Axis [s]193",9.623,0.975795609945839,0.989890382514492,0.930765915891041,0.96430378788602,0.955686819721747,0.980414349078392,0.974401208408225,0.972470473187295,0.970173226219727,1.01191826207167,0.977508959865177,0.935113333879497,0.939445924238574,0.925329362527427,0.964827846676378
"Axis [s]194",9.691,0.976337237586903,0.989992278132076,0.930972478910746,0.96456584737518,0.95616948014657,0.980559984219824,0.974757554567327,0.972717244728948,0.970396447041594,1.01229038114266,0.977682171366988,0.935465870396638,0.939643359802609,0.925634822140182,0.965211258125416
"Axis [s]195",9.758,0.976861149063617,0.990096413779162,0.931188432244452,0.964843714431008,0.95668962385356,0.980711518067881,0.975107252851271,0.972979394708912,0.97061743331195,1.01265672865866,0.977860630685376,0.935844321726424,0.939832644608902,0.925960783522944,0.965581614242358
"Axis [s]196",9.825,0.977375558137881,0.990191183746049,0.93138393276586,0.965091898284611,0.957161804543846,0.980848049394471,0.975450427280634,0.973213982009244,0.97082981985598,1.01301739413991,0.978024633567122,0.93618655204737,0.940016861139943,0.926253791676089,0.965944752557774
"Axis [s]197",9.892,0.977880637159866,0.990282676066306,0.931574314611581,0.965337265604223,0.957642923200709,0.980986228347519,0.975787199562302,0.973449703022552,0.971052285234821,1.01339874170681,0.978186659156482,0.93653395560847,0.940211964259492,0.926553749507356,0.966300813738057
"Axis [s]198",9.965,0.978420524688106,0.990372299022105,0.931759711800905,0.965572765628383,0.958112003875035,0.981114343885081,0.976146982705494,0.973673030541799,0.971254065675012,1.01374789860611,0.978339868369065,0.936866462791382,0.940386024157086,0.926835064524281,0.966680866442383
"Axis [s]199",10.032,0.97890665071817,0.990457527418316,0.931940254844171,0.965802213509822,0.958569320617637,0.981238534584677,0.976470760281555,0.973891011318191,0.971450924659905,1.01409672998723,0.978489123975975,0.937194281962877,0.940555423440413,0.92711083208178,0.967022581635991
"Axis [s]200",10.101,0.97939807385282,0.99054703627903,0.93212900533846,0.966035639048017,0.959028576843222,0.981362457040354,0.976802585133236,0.974110045557267,0.971648642709199,1.01444507950714,0.978638810257672,0.937522268386124,0.940725139750782,0.927385155702844,0.967367537856301
"Axis [s]201",10.168,0.979866469671061,0.990626221336826,0.932299879385256,0.966253191491198,0.959476315619654,0.981479046757663,0.977114132009215,0.97431756364695,0.971838637587082,1.01477800778198,0.978780351587314,0.937845562015798,0.940885458901383,0.92765398980622,0.967695870638355
"Axis [s]202",10.235,0.980326370002289,0.990702667756566,0.932468729835459,0.966468275023359,0.959925953348257,0.98159206473217,0.977419866770676,0.974520113495644,0.972021238775083,1.01510577236664,0.978918240404201,0.938159576896594,0.941041485358896,0.927913608369187,0.968022561760776
"Axis [s]203",10.303,0.980784606213385,0.990777552228598,0.932635478528523,0.966683827301865,0.960383835552286,0.981704838595126,0.977728767438885,0.974726554748089,0.972204636808506,1.0154380083027,0.979056527097178,0.938482924066251,0.941197803816508,0.928179384663749,0.96834279197931
"Axis [s]204",10.371,0.98123440830791,0.9908498088306,0.932793091884327,0.966884721879144,0.960817412509873,0.981810939404135,0.978023035766977,0.974919312844654,0.97237831122043,1.01576023806956,0.979187289129439,0.938787952803463,0.941345466950912,0.928428642576381,0.968652118215034
"Axis [s]205",10.438,0.981669497777781,0.990918522412399,0.932946578541918,0.967080453643137,0.961246458856155,0.981913789799562,0.978311814323398,0.975107456075601,0.972547749687319,1.01607276835102,0.979316553008598,0.939088680953074,0.941489176268737,0.928672985187668,0.968955416049246
"Axis [s]206",10.508,0.982115641833168,0.990986804060619,0.93310044761075,0.967271155273589,0.961696228213443,0.982017881368258,0.978607770278221,0.975301918309638,0.972720362230507,1.01639411598925,0.97944608406715,0.939402737118025,0.941635211734133,0.928926659034852,0.96926598238639
"Axis [s]207",10.575,0.982534748012601,0.991050779622886,0.933248028596837,0.96745695604049,0.962116091559304,0.982114392066774,0.978885640222867,0.975480901497891,0.9728814580218,1.0166968148864,0.979566793475177,0.939694797450699,0.941771162868227,0.929161180890906,0.969561621728094
"Axis [s]208",10.642,0.982946252693371,0.991112542571885,0.933389603912853,0.967637981891706,0.96253156766509,0.982207946146126,0.979158326318625,0.975655599610622,0.973040941164067,1.01699481895451,0.97968611990398,0.939982740038348,0.941903473785352,0.929391078036891,0.969847194417393
"Axis [s]209",10.713,0.983374182457705,0.991174790514319,0.933533560516635,0.967824740758083,0.962942702393168,0.982302629213091,0.979441742479994,0.975826115238234,0.973194217986943,1.01728820101053,0.97980063512154,0.940266622937261,0.942039819613637,0.929616441670904,0.970139610828259
"Axis [s]210",10.78,0.983770461976279,0.991232264510881,0.933667659917576,0.96799631486674,0.963349541124523,0.982390416620323,0.979704054117773,0.975995002173818,0.97334375636505,1.01757703274193,0.979912195242569,0.940546503385138,0.942164936998691,0.929837361192636,0.970417972597944
"Axis [s]211",10.847,0.984159554013118,0.99128856420291,0.933798248272418,0.96816347967227,0.963752128764007,0.982475514647677,0.97996147215725,0.976157392092815,0.973489647479619,1.01786138472425,0.980020876524142,0.940822437812638,0.942286704250398,0.930053924238838,0.970686856024314
"Axis [s]212",10.914,0.984541588930615,0.991342103303645,0.933925417508826,0.968326348489871,0.964180072213044,0.982558005684692,0.980214087891763,0.976325236063638,0.973640367105348,1.01816204267164,0.980132987119802,0.94111462917818,0.942405211071667,0.930281890545106,0.970950499231565
"Axis [s]213",10.981,0.984916694726707,0.991393790739145,0.934049257147575,0.968487368977881,0.964573981606338,0.982639144344343,0.980461990911512,0.976479719784497,0.973781067520741,1.01843732121415,0.980237487575473,0.941382553629451,0.94252054476353,0.930489687588083,0.971209004345355
"Axis [s]214",11.048,0.985284997077762,0.991443690549784,0.934169854365571,0.9686555586985,0.964981132896219,0.982723444021101,0.980708865566004,0.976637171464188,0.973922269650532,1.01872437624479,0.980342204026277,0.941654528105993,0.942644342624282,0.930702413240367,0.971462471501031
"Axis [s]215",11.121,0.985678681709342,0.991494687336433,0.934297659827814,0.968805781519536,0.965366672027227,0.982798339706013,0.980961645610366,0.976784187075851,0.974054050739039,1.01899093305666,0.980439788813498,0.941914840550969,0.942753273348338,0.930901917685185,0.971729350308428
"Axis [s]216",11.188,0.986033163595586,0.991541778002083,0.934411753263875,0.968952143746689,0.965748182683936,0.982870940950817,0.981195602443023,0.976927682956994,0.974184512633281,1.01925335560265,0.980536255562487,0.942175285813468,0.942859287351821,0.931097487954257,0.971972676538349
"Axis [s]217",11.257,0.986391508120979,0.991588528145399,0.934527765744238,0.969098944531356,0.966136915509437,0.982943385381606,0.98143537411673,0.977073935697933,0.974311745642562,1.01951935811423,0.980630196296849,0.942439499350575,0.942962462732613,0.931294865940156,0.972221834057572
"Axis [s]218",11.324,0.986733061187758,0.991631692906692,0.934635834451818,0.96923777272791,0.966510377963756,0.983011543131225,0.981660493228617,0.977210494649139,0.974434027353033,1.01977358484825,0.980720349364709,0.942688744528784,0.943062875497454,0.931482687371888,0.972455562363245
"Axis [s]219",11.391,0.987068419369204,0.99167397572871,0.934741073659703,0.969373033162371,0.966879938153783,0.983077612858356,0.981881412593553,0.977343784215273,0.97455332659419,1.02002386855507,0.980808176007979,0.942934475613038,0.94316203819158,0.931666805013863,0.972684735581414
"Axis [s]220",11.46,0.987407431807029,0.991714774748309,0.934846575070548,0.969508698889106,0.967261921751368,0.9831444798987,0.982104619595389,0.977479634556669,0.974674860657823,1.02028121347324,0.980897515242958,0.943187509647575,0.943261303901755,0.931855289628131,0.972916082412386
"Axis [s]221",11.527,0.987730558657467,0.991753573234439,0.934946296580202,0.969636996760399,0.967623629167963,0.983206477088792,0.982317253487186,0.977606480590946,0.974789957729854,1.0205236239193,0.980981996269736,0.94342620867031,0.943353714918756,0.932032059650585,0.973136280640916
"Axis [s]222",11.594,0.988047824826377,0.991791029863738,0.935043407139957,0.969761997489661,0.967981557162867,0.983266574986025,0.982525920552128,0.977730289779313,0.974900575775577,1.02076227460778,0.981063071043013,0.943661542288976,0.943443651545572,0.932205343814204,0.973352187467099
"Axis [s]223",11.664,0.988373151973425,0.991828780621146,0.935140759650186,0.969889165203392,0.968351517543852,0.983326543075669,0.982739773897814,0.977852916397553,0.975013266019684,1.02100765830762,0.981145542124123,0.94389355795227,0.943535043929535,0.93238273799756,0.973573268479255
"Axis [s]224",11.731,0.988678763169234,0.99186363618129,0.935232778697238,0.970007685426284,0.968701839964497,0.983382962734082,0.98294055856312,0.977970825617905,0.975118437542625,1.02123880167983,0.981222396551869,0.944122302439906,0.943620125304899,0.932549106875453,0.973780658930682
"Axis [s]225",11.798,0.988978831372054,0.991897286251837,0.93532238846346,0.970123159784078,0.969048501934672,0.983437653968125,0.983140510322187,0.978085911950558,0.975221043916301,1.02146636004571,0.981297267730073,0.944351163639042,0.943702928547991,0.93271219500238,0.973984007588149
"Axis [s]226",11.869,0.989290876706566,0.991930724798039,0.93541478892014,0.970242291167869,0.96940681757425,0.983493782971155,0.983342389735364,0.978204863591481,0.975321147705087,1.02169370627181,0.981370206837033,0.944583336136687,0.943783514657903,0.932879151315569,0.974189284923186
"Axis [s]227",11.936,0.989579842760394,0.991962054589432,0.935499633219263,0.970351736365215,0.969746113380195,0.983545079211255,0.983531932200914,0.97831434677539,0.975418809947405,1.02191420912154,0.981441263730375,0.944802355481125,0.94386194300042,0.93303573105205,0.974387557111909
"Axis [s]228",12.003,0.989863567720905,0.991992744252797,0.935582256089779,0.970458368917608,0.97008186395872,0.983594803983644,0.983717938625545,0.978421208801112,0.975514090192942,1.02213129199834,0.981510486981138,0.945021486575136,0.943939394963347,0.933189223076886,0.974579078043529
"Axis [s]229",12.071,0.99014626604288,0.992023211992864,0.935663900488945,0.97056379134209,0.970414106355289,0.983643713556478,0.983900474976455,0.978525512422338,0.975613891976608,1.0223576617393,0.981582886171229,0.945234328461734,0.944018019143329,0.933339688278951,0.974775188755544
"Axis [s]230",12.138,0.990419717556973,0.992051343087956,0.935742222445719,0.97066497426878,0.97074287722804,0.983690416651479,0.984079605990181,0.978627318890352,0.975704414142106,1.02256786671899,0.981648454816146,0.945444169502845,0.944090168412032,0.933489365635914,0.974959155206113
"Axis [s]231",12.205,0.990688209371215,0.992078501261012,0.935818493744557,0.970763556883579,0.971097181016212,0.98373568899043,0.984255395195556,0.978735469799865,0.97579272845837,1.02277787573668,0.981716092404993,0.945669435885699,0.944160385817543,0.933644584156723,0.975139536368721
"Axis [s]232",12.276,0.990967417955207,0.992104720160822,0.935897140337906,0.970868086053722,0.971418814605494,0.983783438233419,0.984440649001333,0.978832249637689,0.975878888775175,1.02298156324761,0.981778223626592,0.945876160913214,0.94422872308728,0.933788160211917,0.975316402116379
"Axis [s]233",12.343,0.991225975907548,0.992130032272423,0.935969355512278,0.970961448874955,0.971741812591923,0.983825860842794,0.984609702708902,0.978926712450724,0.975962947628892,1.02318209158969,0.981838751535013,0.946076952795704,0.944296209604428,0.933926814529597,0.975489820960356
"Axis [s]234",12.413,0.991491103202132,0.992156972769727,0.936043819662477,0.971053752160866,0.972061385549302,0.983867587965984,0.984785408597885,0.979022990095307,0.97605220201975,1.02339411909141,0.981899454095799,0.946277847127733,0.944365668412132,0.9340647428447,0.975672415877387
"Axis [s]235",12.48,0.991740162865034,0.992180477709782,0.936112194417975,0.971142343527053,0.972372944406818,0.983908017993031,0.984948030585592,0.979112886354257,0.97613203373736,1.02358824874191,0.981956853618784,0.946472975659577,0.944428509051125,0.934197943024865,0.975841356486865
"Axis [s]236",12.547,0.991984705232908,0.992203169724708,0.936178778957284,0.971228658173337,0.972681247866006,0.983946624083507,0.985107618751822,0.979200630389552,0.976211066299756,1.02377936746489,0.982012771931369,0.946668203751383,0.94448966707407,0.934330445760654,0.976004544592691
"Axis [s]237",12.617,0.992235460840391,0.992225719097627,0.93624552939164,0.971316469150875,0.972995387705639,0.983984597256703,0.985266544905447,0.97928753633333,0.976288142834657,1.02397587818847,0.982068049582505,0.946860638546736,0.944550939552919,0.934460296971006,0.976169280469931
"Axis [s]238",12.684,0.992471019790184,0.992246846426109,0.936308622899402,0.971398308922345,0.973297187417635,0.984020857330395,0.985422462355527,0.979372330971266,0.976362219920298,1.0241609848254,0.982121879769547,0.947047550336226,0.944608819386296,0.934585696926778,0.976326077726204
"Axis [s]239",12.751,0.992702306312808,0.992267243059844,0.936370064466792,0.971478045483938,0.973595833704531,0.984056522947953,0.985573199681147,0.979453863593062,0.976434490254677,1.02434322048069,0.982173539537147,0.94723182686727,0.944665978655062,0.934708624028069,0.976479819189894
"Axis [s]240",12.82,0.992936113067144,0.992287511480338,0.936432539477418,0.97155916434059,0.973904519546934,0.984091579985001,0.985723311709717,0.979536962629994,0.976508114423046,1.02452794219401,0.982225348368226,0.947421579964157,0.944722391266261,0.934834466761137,0.976635018827521
"Axis [s]241",12.887,0.993158964006437,0.992306501701447,0.9364907366096,0.971634767059937,0.974196819983527,0.984124562627386,0.985868436490288,0.979614553773609,0.976576826368556,1.02470448638475,0.98227433810032,0.947603235557237,0.944775680321931,0.934954231957068,0.976782739395511
"Axis [s]242",12.954,0.993377773008852,0.992324835140283,0.936547410000345,0.971709511795876,0.974490360390954,0.984156534841765,0.986012959256084,0.979690287292752,0.976643862419378,1.0248782923964,0.98232206363897,0.947779677514707,0.944827542514003,0.935069891643506,0.97692758106481
"Axis [s]243",13.023,0.993598966280708,0.992343312542411,0.936604224592559,0.971781250718349,0.974789283351242,0.984189347568506,0.986158875307466,0.979768564410431,0.976712154250804,1.02505700196807,0.982371295102649,0.947961363200146,0.944880244172257,0.93518829459041,0.977075893850547
"Axis [s]244",13.091,0.993812912343082,0.992360372867699,0.936657926593894,0.971851146013846,0.975072339132381,0.984219335086873,0.986295874359063,0.979840610731351,0.976775889634221,1.02522783314434,0.982416518639318,0.948135295649662,0.944929306570827,0.935300979302424,0.977215022287161
"Axis [s]245",13.158,0.994019860422208,0.992376843156717,0.936710222547171,0.971919245061953,0.975356595668802,0.984248403933291,0.98643031760212,0.979910932177477,0.976838070502049,1.02539352211091,0.982460575170247,0.948304236122904,0.944977055278439,0.935409801221486,0.977351439275535
"Axis [s]246",13.228,0.99423206655955,0.992393675521496,0.936763398115039,0.971989500779246,0.975633723760394,0.984276582251407,0.986570051121597,0.97997957004437,0.976898734769156,1.02555664126161,0.982503494810338,0.948470794714266,0.945024209547075,0.935516477200634,0.977493100264817
"Axis [s]247",13.296,0.994434360030165,0.99240899402863,0.936813661980827,0.972054994896567,0.975907956217654,0.984303897322685,0.986699379414564,0.980046564638927,0.976958791756765,1.02571723045399,0.982545922716012,0.948635005005764,0.945069417139996,0.935621049557246,0.977624097843171
"Axis [s]248",13.363,0.99463003666333,0.992423782740778,0.936861880405652,0.972117855208346,0.976179323296531,0.984330764584292,0.986826295002102,0.980111955303048,0.977016511614309,1.0258753289274,0.982586639939326,0.948796900105943,0.945113414257934,0.935723559774211,0.97775254243407
"Axis [s]249",13.43,0.994822164230914,0.992438059981052,0.936908836355692,0.972179100065606,0.976471765226032,0.984358302520906,0.986950842894837,0.980181421025119,0.977077799039698,1.02604479546437,0.982629225255073,0.948970696058582,0.945160011460227,0.935832950249391,0.977880344803688
"Axis [s]250",13.497,0.995010807103746,0.992451843438854,0.936954562885585,0.972238770984102,0.976737241222742,0.984383478585818,0.987073067263692,0.980243583066643,0.977132616291709,1.02619781344405,0.982667792833569,0.949127858270198,0.945201582831712,0.935931281839873,0.978003795445203
